"","age_ce","estimate","lower_ci","upper_ci"
"1331",1330,-0.233422460602606,-0.335271335658291,-0.131573585546922
"1332",1331,-0.23161396829578,-0.333456971896827,-0.129770964694732
"1333",1332,-0.229805475988953,-0.331642608135364,-0.127968343842542
"1334",1333,-0.227996983682126,-0.329828244373901,-0.126165722990352
"1335",1334,-0.2261884913753,-0.328013880612437,-0.124363102138162
"1336",1335,-0.224379999068473,-0.326199516850974,-0.122560481285971
"1337",1336,-0.222571506761646,-0.324385153089511,-0.120757860433781
"1338",1337,-0.220763014454819,-0.322570789328048,-0.118955239581591
"1339",1338,-0.218905782073299,-0.320724078783185,-0.117087485363412
"1340",1339,-0.21704235730355,-0.318873258604885,-0.115211456002216
"1341",1340,-0.215178932533802,-0.317022438426585,-0.113335426641019
"1342",1341,-0.213315507764054,-0.315171618248285,-0.111459397279823
"1343",1342,-0.211452082994306,-0.313320798069985,-0.109583367918626
"1344",1343,-0.209588658224558,-0.311469977891685,-0.10770733855743
"1345",1344,-0.207725233454809,-0.309619157713385,-0.105831309196234
"1346",1345,-0.205861808685061,-0.307768337535085,-0.103955279835037
"1347",1346,-0.203998383915313,-0.305917517356785,-0.102079250473841
"1348",1347,-0.202134959145565,-0.304066697178485,-0.100203221112644
"1349",1348,-0.200271534375817,-0.302215877000185,-0.098327191751448
"1350",1349,-0.198408109606069,-0.300365056821885,-0.0964511623902516
"1351",1350,-0.19654468483632,-0.298514236643585,-0.0945751330290553
"1352",1351,-0.194681260066572,-0.296663416465285,-0.0926991036678589
"1353",1352,-0.192817835296824,-0.294812596286985,-0.0908230743066625
"1354",1353,-0.190954410527076,-0.292961776108685,-0.0889470449454661
"1355",1354,-0.189090985757328,-0.291110955930385,-0.0870710155842697
"1356",1355,-0.187227560987579,-0.289260135752086,-0.0851949862230733
"1357",1356,-0.185364136217831,-0.287409315573786,-0.0833189568618769
"1358",1357,-0.183498636602611,-0.285564550641872,-0.0814327225633495
"1359",1358,-0.181630736676313,-0.283726790797892,-0.079534682554734
"1360",1359,-0.179762836750015,-0.281889030953911,-0.0776366425461185
"1361",1360,-0.177894936823717,-0.28005127110993,-0.0757386025375031
"1362",1361,-0.176027036897419,-0.27821351126595,-0.0738405625288876
"1363",1362,-0.174159136971121,-0.276375751421969,-0.0719425225202721
"1364",1363,-0.172291237044823,-0.274537991577989,-0.0700444825116566
"1365",1364,-0.170423337118525,-0.272700231734008,-0.0681464425030412
"1366",1365,-0.168555437192227,-0.270862471890027,-0.0662484024944257
"1367",1366,-0.166687537265929,-0.269024712046047,-0.0643503624858102
"1368",1367,-0.16481963733963,-0.267186952202066,-0.0624523224771947
"1369",1368,-0.162951737413332,-0.265349192358086,-0.0605542824685793
"1370",1369,-0.161083837487034,-0.263511432514105,-0.0586562424599638
"1371",1370,-0.159215937560736,-0.261673672670124,-0.0567582024513483
"1372",1371,-0.157348037634438,-0.259835912826144,-0.0548601624427328
"1373",1372,-0.15548013770814,-0.257998152982163,-0.0529621224341174
"1374",1373,-0.153612237781842,-0.256160393138183,-0.0510640824255019
"1375",1374,-0.151744337855544,-0.254322633294202,-0.0491660424168864
"1376",1375,-0.149876437929246,-0.252484873450221,-0.0472680024082709
"1377",1376,-0.148008977228633,-0.250648315467701,-0.0453696389916246
"1378",1377,-0.146152057944456,-0.248840602160217,-0.0434635137822379
"1379",1378,-0.144295138660279,-0.247032888852734,-0.0415573885728513
"1380",1379,-0.142438219376102,-0.24522517554525,-0.0396512633634646
"1381",1380,-0.140581300091925,-0.243417462237767,-0.037745138154078
"1382",1381,-0.138724380807749,-0.241609748930283,-0.0358390129446913
"1383",1382,-0.136867461523572,-0.2398020356228,-0.0339328877353047
"1384",1383,-0.135010542239395,-0.237994322315316,-0.032026762525918
"1385",1384,-0.133153622955218,-0.236186609007833,-0.0301206373165313
"1386",1385,-0.131296703671041,-0.23437889570035,-0.0282145121071447
"1387",1386,-0.129439784386864,-0.232571182392866,-0.026308386897758
"1388",1387,-0.127582865102687,-0.230763469085383,-0.0244022616883714
"1389",1388,-0.12572594581851,-0.228955755777899,-0.0224961364789847
"1390",1389,-0.123869026534333,-0.227148042470416,-0.0205900112695981
"1391",1390,-0.122012107250156,-0.225340329162932,-0.0186838860602114
"1392",1391,-0.12015518796598,-0.223532615855449,-0.0167777608508248
"1393",1392,-0.118298268681803,-0.221724902547965,-0.0148716356414381
"1394",1393,-0.116441349397626,-0.219917189240482,-0.0129655104320514
"1395",1394,-0.114584430113449,-0.218109475932998,-0.0110593852226648
"1396",1395,-0.112727510829272,-0.216301762625515,-0.00915326001327812
"1397",1396,-0.110868394179595,-0.214500782252386,-0.00723600707507058
"1398",1397,-0.109007909847935,-0.212703992585355,-0.00531182802729876
"1399",1398,-0.107147425516276,-0.210907202918325,-0.00338764897952695
"1400",1399,-0.105286941184617,-0.209110413251294,-0.00146346993175514
"1401",1400,-0.103426456852957,-0.207313623584264,0.000460709116016672
"1402",1401,-0.101565972521298,-0.205516833917233,0.00238488816378848
"1403",1402,-0.0997054881896385,-0.203720044250203,0.0043090672115603
"1404",1403,-0.0978450038579791,-0.201923254583172,0.00623324625933211
"1405",1404,-0.0959845195263198,-0.200126464916141,0.00815742530710392
"1406",1405,-0.0941240351946604,-0.198329675249111,0.0100816043548757
"1407",1406,-0.092263550863001,-0.19653288558208,0.0120057834026475
"1408",1407,-0.0904030665313417,-0.19473609591505,0.0139299624504194
"1409",1408,-0.0885425821996823,-0.192939306248019,0.0158541414981912
"1410",1409,-0.086682097868023,-0.191142516580989,0.017778320545963
"1411",1410,-0.0848216135363636,-0.189345726913958,0.0197024995937348
"1412",1411,-0.0829611292047042,-0.187548937246927,0.0216266786415066
"1413",1412,-0.0811006448730449,-0.185752147579897,0.0235508576892784
"1414",1413,-0.0792401605413855,-0.183955357912866,0.0254750367370502
"1415",1414,-0.0773796762097261,-0.182158568245836,0.027399215784822
"1416",1415,-0.0755131860161143,-0.180357568148473,0.0293311961162446
"1417",1416,-0.073621539197602,-0.178538931912058,0.0312958535168537
"1418",1417,-0.0717298923790897,-0.176720295675642,0.0332605109174628
"1419",1418,-0.0698382455605774,-0.174901659439227,0.0352251683180719
"1420",1419,-0.0679465987420651,-0.173083023202811,0.0371898257186809
"1421",1420,-0.0660549519235528,-0.171264386966396,0.03915448311929
"1422",1421,-0.0641633051050405,-0.16944575072998,0.0411191405198991
"1423",1422,-0.0622716582865282,-0.167627114493564,0.0430837979205082
"1424",1423,-0.0603800114680159,-0.165808478257149,0.0450484553211172
"1425",1424,-0.0584883646495035,-0.163989842020733,0.0470131127217263
"1426",1425,-0.0565967178309912,-0.162171205784318,0.0489777701223354
"1427",1426,-0.0547050710124789,-0.160352569547902,0.0509424275229445
"1428",1427,-0.0528134241939666,-0.158533933311487,0.0529070849235536
"1429",1428,-0.0509217773754543,-0.156715297075071,0.0548717423241626
"1430",1429,-0.049030130556942,-0.154896660838656,0.0568363997247717
"1431",1430,-0.0471384837384297,-0.15307802460224,0.0588010571253808
"1432",1431,-0.0452468369199174,-0.151259388365825,0.0607657145259899
"1433",1432,-0.0433551901014051,-0.149440752129409,0.0627303719265989
"1434",1433,-0.0414635432828928,-0.147622115892994,0.064695029327208
"1435",1434,-0.0395718964643805,-0.145803479656578,0.0666596867278171
"1436",1435,-0.0376379696818304,-0.143948995170443,0.0686730558463776
"1437",1436,-0.0356913489141558,-0.142083747734077,0.0707010499968447
"1438",1437,-0.0337447281464812,-0.140218500297711,0.0727290441473118
"1439",1438,-0.0317981073788067,-0.138353252861346,0.0747570382977789
"1440",1439,-0.0298514866111321,-0.13648800542498,0.076785032448246
"1441",1440,-0.0279048658434575,-0.134622757988614,0.0788130265987131
"1442",1441,-0.0259582450757829,-0.132757510552248,0.0808410207491802
"1443",1442,-0.0240116243081084,-0.130892263115883,0.0828690148996473
"1444",1443,-0.0220650035404338,-0.129027015679517,0.0848970090501144
"1445",1444,-0.0201183827727592,-0.127161768243151,0.0869250032005815
"1446",1445,-0.0181717620050846,-0.125296520806786,0.0889529973510486
"1447",1446,-0.0162251412374101,-0.12343127337042,0.0909809915015157
"1448",1447,-0.0142785204697355,-0.121566025934054,0.0930089856519828
"1449",1448,-0.0123318997020609,-0.119700778497688,0.0950369798024499
"1450",1449,-0.0103852789343863,-0.117835531061323,0.097064973952917
"1451",1450,-0.00843865816671175,-0.115970283624957,0.099092968103384
"1452",1451,-0.00649203739903717,-0.114105036188591,0.101120962253851
"1453",1452,-0.0045454166313626,-0.112239788752226,0.103148956404318
"1454",1453,-0.00259879586368802,-0.11037454131586,0.105176950554785
"1455",1454,-0.000630434474728518,-0.108490919066216,0.107230051098973
"1456",1455,0.0013791196786305,-0.106572481373887,0.109330721661879
"1457",1456,0.00338867383198952,-0.104654043681559,0.111431392224785
"1458",1457,0.00539822798534854,-0.10273560598923,0.113532062787691
"1459",1458,0.00740778213870756,-0.100817168296902,0.115632733350597
"1460",1459,0.00941733629206658,-0.0988987306045731,0.117733403913503
"1461",1460,0.0114268904454256,-0.0969802929122446,0.119834074476409
"1462",1461,0.0134364445987846,-0.0950618552199161,0.121934745039314
"1463",1462,0.0154459987521436,-0.0931434175275876,0.12403541560222
"1464",1463,0.0174555529055027,-0.0912249798352591,0.126136086165126
"1465",1464,0.0194651070588617,-0.0893065421429306,0.128236756728032
"1466",1465,0.0214746612122207,-0.0873881044506021,0.130337427290938
"1467",1466,0.0234842153655797,-0.0854696667582736,0.132438097853844
"1468",1467,0.0254937695189387,-0.0835512290659451,0.13453876841675
"1469",1468,0.0275033236722977,-0.0816327913736166,0.136639438979656
"1470",1469,0.0295128778256568,-0.0797143536812882,0.138740109542561
"1471",1470,0.0315224319790158,-0.0777959159889597,0.140840780105467
"1472",1471,0.0335319861323748,-0.0758774782966312,0.142941450668373
"1473",1472,0.0355415402857338,-0.0739590406043027,0.145042121231279
"1474",1473,0.0375510944390928,-0.0720406029119742,0.147142791794185
"1475",1474,0.0396134717383088,-0.0700741171183727,0.14930106059499
"1476",1475,0.0416803291059642,-0.0681035562402871,0.151464214452216
"1477",1476,0.0437471864736197,-0.0661329953622015,0.153627368309441
"1478",1477,0.0458140438412751,-0.0641624344841158,0.155790522166666
"1479",1478,0.0478809012089305,-0.0621918736060302,0.157953676023891
"1480",1479,0.049947758576586,-0.0602213127279445,0.160116829881116
"1481",1480,0.0520146159442414,-0.0582507518498589,0.162279983738342
"1482",1481,0.0540814733118968,-0.0562801909717732,0.164443137595567
"1483",1482,0.0561483306795523,-0.0543096300936876,0.166606291452792
"1484",1483,0.0582151880472077,-0.052339069215602,0.168769445310017
"1485",1484,0.0602820454148632,-0.0503685083375163,0.170932599167243
"1486",1485,0.0623489027825186,-0.0483979474594307,0.173095753024468
"1487",1486,0.064415760150174,-0.046427386581345,0.175258906881693
"1488",1487,0.0664826175178295,-0.0444568257032594,0.177422060738918
"1489",1488,0.0685494748854849,-0.0424862648251737,0.179585214596144
"1490",1489,0.0706163322531403,-0.0405157039470881,0.181748368453369
"1491",1490,0.0726831896207958,-0.0385451430690024,0.183911522310594
"1492",1491,0.0747500469884512,-0.0365745821909168,0.186074676167819
"1493",1492,0.0768169043561066,-0.0346040213128311,0.188237830025044
"1494",1493,0.0789027577793542,-0.0326168516905632,0.190422367223623
"1495",1494,0.0810077459169255,-0.030612952091187,0.192628443847906
"1496",1495,0.0831127340544968,-0.0286090524918107,0.194834520472189
"1497",1496,0.0852177221920682,-0.0266051528924345,0.197040597096472
"1498",1497,0.0873227103296395,-0.0246012532930582,0.199246673720754
"1499",1498,0.0894276984672109,-0.022597353693682,0.201452750345037
"1500",1499,0.0915326866047822,-0.0205934540943057,0.20365882696932
"1501",1500,0.0936376747423535,-0.0185895544949295,0.205864903593603
"1502",1501,0.0957426628799249,-0.0165856548955532,0.208070980217885
"1503",1502,0.0978476510174962,-0.014581755296177,0.210277056842168
"1504",1503,0.0999526391550675,-0.0125778556968007,0.212483133466451
"1505",1504,0.102057627292639,-0.0105739560974245,0.214689210090734
"1506",1505,0.10416261543021,-0.00857005649804823,0.216895286715016
"1507",1506,0.106267603567782,-0.00656615689867198,0.219101363339299
"1508",1507,0.108372591705353,-0.00456225729929573,0.221307439963582
"1509",1508,0.110477579842924,-0.00255835769991948,0.223513516587865
"1510",1509,0.112582567980496,-0.000554458100543227,0.225719593212147
"1511",1510,0.114687556118067,0.00144944149883303,0.22792566983643
"1512",1511,0.116792544255638,0.00345334109820928,0.230131746460713
"1513",1512,0.118898469636162,0.00545768584433034,0.232339252427993
"1514",1513,0.121016030537374,0.0074675569207885,0.234564503153959
"1515",1514,0.123133591438586,0.00947742799724665,0.236789753879925
"1516",1515,0.125251152339798,0.0114872990737048,0.239015004605891
"1517",1516,0.12736871324101,0.013497170150163,0.241240255331857
"1518",1517,0.129486274142222,0.0155070412266211,0.243465506057823
"1519",1518,0.131603835043434,0.0175169123030793,0.245690756783789
"1520",1519,0.133721395944646,0.0195267833795374,0.247916007509755
"1521",1520,0.135838956845858,0.0215366544559956,0.250141258235721
"1522",1521,0.13795651774707,0.0235465255324538,0.252366508961687
"1523",1522,0.140074078648282,0.0255563966089119,0.254591759687653
"1524",1523,0.142191639549494,0.0275662676853701,0.256817010413619
"1525",1524,0.144309200450707,0.0295761387618282,0.259042261139585
"1526",1525,0.146426761351919,0.0315860098382864,0.261267511865551
"1527",1526,0.148544322253131,0.0335958809147445,0.263492762591517
"1528",1527,0.150661883154343,0.0356057519912027,0.265718013317483
"1529",1528,0.152779444055555,0.0376156230676608,0.267943264043449
"1530",1529,0.154897004956767,0.039625494144119,0.270168514769415
"1531",1530,0.157014565857979,0.0416353652205772,0.272393765495381
"1532",1531,0.159132126759191,0.0436452362970353,0.274619016221347
"1533",1532,0.161242703258933,0.0456437394072416,0.276841666177647
"1534",1533,0.163349533934573,0.0476361457313221,0.279062921307815
"1535",1534,0.165456364610214,0.0496285520554026,0.281284176437982
"1536",1535,0.167563195285854,0.051620958379483,0.283505431568149
"1537",1536,0.169670025961494,0.0536133647035635,0.285726686698316
"1538",1537,0.171776856637134,0.055605771027644,0.287947941828483
"1539",1538,0.173883687312774,0.0575981773517245,0.29016919695865
"1540",1539,0.175990517988414,0.059590583675805,0.292390452088817
"1541",1540,0.178097348664054,0.0615829899998855,0.294611707218984
"1542",1541,0.180204179339694,0.0635753963239659,0.296832962349151
"1543",1542,0.182311010015334,0.0655678026480464,0.299054217479318
"1544",1543,0.184417840690975,0.0675602089721269,0.301275472609485
"1545",1544,0.186524671366615,0.0695526152962074,0.303496727739652
"1546",1545,0.188631502042255,0.0715450216202879,0.305717982869819
"1547",1546,0.190738332717895,0.0735374279443683,0.307939237999986
"1548",1547,0.192845163393535,0.0755298342684488,0.310160493130154
"1549",1548,0.194951994069175,0.0775222405925293,0.312381748260321
"1550",1549,0.197058824744815,0.0795146469166098,0.314603003390488
"1551",1550,0.199165655420455,0.0815070532406903,0.316824258520655
"1552",1551,0.201265490299976,0.0834910674497628,0.319039914138489
"1553",1552,0.203341539468998,0.0854465484633771,0.321236531411435
"1554",1553,0.20541758863802,0.0874020294769914,0.323433148684381
"1555",1554,0.207493637807042,0.0893575104906058,0.325629765957327
"1556",1555,0.209569686976064,0.0913129915042201,0.327826383230273
"1557",1556,0.211645736145086,0.0932684725178344,0.330023000503219
"1558",1557,0.213721785314108,0.0952239535314487,0.332219617776165
"1559",1558,0.21579783448313,0.0971794345450631,0.334416235049111
"1560",1559,0.217873883652152,0.0991349155586774,0.336612852322057
"1561",1560,0.219949932821174,0.101090396572292,0.338809469595003
"1562",1561,0.222025981990196,0.103045877585906,0.341006086867948
"1563",1562,0.224102031159218,0.10500135859952,0.343202704140894
"1564",1563,0.22617808032824,0.106956839613135,0.34539932141384
"1565",1564,0.228254129497262,0.108912320626749,0.347595938686786
"1566",1565,0.230330178666284,0.110867801640363,0.349792555959732
"1567",1566,0.232406227835306,0.112823282653978,0.351989173232678
"1568",1567,0.234482277004328,0.114778763667592,0.354185790505624
"1569",1568,0.23655832617335,0.116734244681206,0.35638240777857
"1570",1569,0.238634375342372,0.118689725694821,0.358579025051516
"1571",1570,0.240710424511394,0.120645206708435,0.360775642324462
"1572",1571,0.242745952121253,0.122555101967715,0.362936802274791
"1573",1572,0.244771578537942,0.124453858628955,0.365089298446929
"1574",1573,0.246797204954631,0.126352615290194,0.367241794619067
"1575",1574,0.248822831371319,0.128251371951434,0.369394290791205
"1576",1575,0.250848457788008,0.130150128612674,0.371546786963343
"1577",1576,0.252874084204697,0.132048885273914,0.373699283135481
"1578",1577,0.254899710621386,0.133947641935154,0.375851779307619
"1579",1578,0.256925337038075,0.135846398596393,0.378004275479757
"1580",1579,0.258950963454764,0.137745155257633,0.380156771651895
"1581",1580,0.260976589871453,0.139643911918873,0.382309267824033
"1582",1581,0.263002216288142,0.141542668580113,0.384461763996171
"1583",1582,0.265027842704831,0.143441425241353,0.386614260168309
"1584",1583,0.26705346912152,0.145340181902593,0.388766756340447
"1585",1584,0.269079095538209,0.147238938563832,0.390919252512585
"1586",1585,0.271104721954897,0.149137695225072,0.393071748684723
"1587",1586,0.273130348371586,0.151036451886312,0.395224244856861
"1588",1587,0.275155974788275,0.152935208547552,0.397376741028999
"1589",1588,0.277181601204964,0.154833965208792,0.399529237201137
"1590",1589,0.279207227621653,0.156732721870032,0.401681733373275
"1591",1590,0.281204967240585,0.158601339667057,0.403808594814112
"1592",1591,0.283157207347386,0.160420783527734,0.405893631167037
"1593",1592,0.285109447454187,0.162240227388411,0.407978667519962
"1594",1593,0.287061687560988,0.164059671249088,0.410063703872887
"1595",1594,0.289013927667789,0.165879115109765,0.412148740225812
"1596",1595,0.29096616777459,0.167698558970442,0.414233776578737
"1597",1596,0.292918407881391,0.169518002831119,0.416318812931663
"1598",1597,0.294870647988192,0.171337446691796,0.418403849284588
"1599",1598,0.296822888094993,0.173156890552472,0.420488885637513
"1600",1599,0.298775128201794,0.174976334413149,0.422573921990438
"1601",1600,0.300727368308595,0.176795778273826,0.424658958343363
"1602",1601,0.302679608415396,0.178615222134503,0.426743994696288
"1603",1602,0.304631848522197,0.18043466599518,0.428829031049213
"1604",1603,0.306584088628998,0.182254109855857,0.430914067402139
"1605",1604,0.308536328735799,0.184073553716534,0.432999103755064
"1606",1605,0.3104885688426,0.18589299757721,0.435084140107989
"1607",1606,0.312440808949401,0.187712441437887,0.437169176460914
"1608",1607,0.314393049056202,0.189531885298564,0.439254212813839
"1609",1608,0.316345289163003,0.191351329159241,0.441339249166764
"1610",1609,0.318297529269804,0.193170773019918,0.443424285519689
"1611",1610,0.32015312310576,0.194889839766017,0.445416406445502
"1612",1611,0.322004307222093,0.196604326563733,0.447404287880453
"1613",1612,0.323855491338427,0.19831881336145,0.449392169315403
"1614",1613,0.32570667545476,0.200033300159167,0.451380050750354
"1615",1614,0.327557859571094,0.201747786956883,0.453367932185304
"1616",1615,0.329409043687427,0.2034622737546,0.455355813620255
"1617",1616,0.331260227803761,0.205176760552317,0.457343695055205
"1618",1617,0.333111411920095,0.206891247350033,0.459331576490156
"1619",1618,0.334962596036428,0.20860573414775,0.461319457925106
"1620",1619,0.336813780152762,0.210320220945467,0.463307339360057
"1621",1620,0.338664964269095,0.212034707743183,0.465295220795007
"1622",1621,0.340516148385429,0.2137491945409,0.467283102229958
"1623",1622,0.342367332501762,0.215463681338617,0.469270983664908
"1624",1623,0.344218516618096,0.217178168136333,0.471258865099859
"1625",1624,0.34606970073443,0.21889265493405,0.473246746534809
"1626",1625,0.347920884850763,0.220607141731767,0.475234627969759
"1627",1626,0.349772068967097,0.222321628529483,0.47722250940471
"1628",1627,0.35162325308343,0.2240361153272,0.47921039083966
"1629",1628,0.353474437199764,0.225750602124917,0.481198272274611
"1630",1629,0.355255380817712,0.227391720677581,0.483119040957843
"1631",1630,0.356974714175908,0.228968485520646,0.484980942831171
"1632",1631,0.358694047534105,0.230545250363711,0.486842844704499
"1633",1632,0.360413380892302,0.232122015206776,0.488704746577827
"1634",1633,0.362132714250498,0.233698780049842,0.490566648451155
"1635",1634,0.363852047608694,0.235275544892907,0.492428550324482
"1636",1635,0.365571380966891,0.236852309735972,0.49429045219781
"1637",1636,0.367290714325088,0.238429074579037,0.496152354071138
"1638",1637,0.369010047683284,0.240005839422102,0.498014255944466
"1639",1638,0.370729381041481,0.241582604265167,0.499876157817794
"1640",1639,0.372448714399677,0.243159369108232,0.501738059691122
"1641",1640,0.374168047757874,0.244736133951297,0.50359996156445
"1642",1641,0.37588738111607,0.246312898794362,0.505461863437778
"1643",1642,0.377606714474267,0.247889663637428,0.507323765311106
"1644",1643,0.379326047832463,0.249466428480493,0.509185667184433
"1645",1644,0.38104538119066,0.251043193323558,0.511047569057761
"1646",1645,0.382764714548856,0.252619958166623,0.512909470931089
"1647",1646,0.384484047907053,0.254196723009688,0.514771372804417
"1648",1647,0.386203381265249,0.255773487852753,0.516633274677745
"1649",1648,0.38790522429076,0.257332085716181,0.518478362859723
"1650",1649,0.389464229585979,0.258742319898695,0.520186139216162
"1651",1650,0.391023234881197,0.260152554081209,0.521893915572602
"1652",1651,0.392582240176416,0.261562788263723,0.523601691929042
"1653",1652,0.394141245471634,0.262973022446237,0.525309468285481
"1654",1653,0.395700250766853,0.26438325662875,0.527017244641921
"1655",1654,0.397259256062072,0.265793490811264,0.52872502099836
"1656",1655,0.39881826135729,0.267203724993778,0.5304327973548
"1657",1656,0.400377266652509,0.268613959176292,0.53214057371124
"1658",1657,0.401936271947727,0.270024193358806,0.533848350067679
"1659",1658,0.403495277242946,0.27143442754132,0.535556126424119
"1660",1659,0.405054282538164,0.272844661723833,0.537263902780559
"1661",1660,0.406613287833383,0.274254895906347,0.538971679136998
"1662",1661,0.408172293128602,0.275665130088861,0.540679455493438
"1663",1662,0.40973129842382,0.277075364271375,0.542387231849878
"1664",1663,0.411290303719039,0.278485598453889,0.544095008206317
"1665",1664,0.412849309014257,0.279895832636403,0.545802784562757
"1666",1665,0.414408314309476,0.281306066818917,0.547510560919196
"1667",1666,0.415967319604694,0.28271630100143,0.549218337275636
"1668",1667,0.417526324899913,0.284126535183944,0.550926113632076
"1669",1668,0.418964550108088,0.285414025477085,0.55251507377438
"1670",1669,0.420347351020603,0.286645190313094,0.554049510814885
"1671",1670,0.421730151933118,0.287876355149104,0.555583947855389
"1672",1671,0.423112952845633,0.289107519985114,0.557118384895893
"1673",1672,0.424495753758148,0.290338684821123,0.558652821936397
"1674",1673,0.425878554670663,0.291569849657133,0.560187258976901
"1675",1674,0.427261355583178,0.292801014493142,0.561721696017405
"1676",1675,0.428644156495693,0.294032179329152,0.563256133057909
"1677",1676,0.430026957408208,0.295263344165162,0.564790570098413
"1678",1677,0.431409758320723,0.296494509001171,0.566325007138917
"1679",1678,0.432792559233238,0.297725673837181,0.567859444179421
"1680",1679,0.434175360145753,0.29895683867319,0.569393881219926
"1681",1680,0.435558161058268,0.3001880035092,0.57092831826043
"1682",1681,0.436940961970783,0.30141916834521,0.572462755300934
"1683",1682,0.438323762883298,0.302650333181219,0.573997192341438
"1684",1683,0.439706563795813,0.303881498017229,0.575531629381942
"1685",1684,0.441089364708328,0.305112662853239,0.577066066422446
"1686",1685,0.442472165620843,0.306343827689248,0.57860050346295
"1687",1686,0.443854966533358,0.307574992525258,0.580134940503454
"1688",1687,0.445193078146971,0.308760468163597,0.581625688130345
"1689",1688,0.446405190776921,0.309817125659513,0.582993255894329
"1690",1689,0.447617303406871,0.310873783155429,0.584360823658314
"1691",1690,0.448829416036821,0.311930440651344,0.585728391422299
"1692",1691,0.450041528666772,0.31298709814726,0.587095959186283
"1693",1692,0.451253641296722,0.314043755643175,0.588463526950268
"1694",1693,0.452465753926672,0.315100413139091,0.589831094714253
"1695",1694,0.453677866556622,0.316157070635007,0.591198662478238
"1696",1695,0.454889979186572,0.317213728130922,0.592566230242222
"1697",1696,0.456102091816523,0.318270385626838,0.593933798006207
"1698",1697,0.457314204446473,0.319327043122754,0.595301365770192
"1699",1698,0.458526317076423,0.320383700618669,0.596668933534176
"1700",1699,0.459738429706373,0.321440358114585,0.598036501298161
"1701",1700,0.460950542336323,0.322497015610501,0.599404069062146
"1702",1701,0.462162654966273,0.323553673106416,0.60077163682613
"1703",1702,0.463374767596224,0.324610330602332,0.602139204590115
"1704",1703,0.464586880226174,0.325666988098248,0.6035067723541
"1705",1704,0.465798992856124,0.326723645594163,0.604874340118085
"1706",1705,0.467011105486074,0.327780303090079,0.606241907882069
"1707",1706,0.468223218116024,0.328836960585994,0.607609475646054
"1708",1707,0.469311604144572,0.329767495729811,0.608855712516181
"1709",1708,0.470376103689387,0.330673681869633,0.610078525414505
"1710",1709,0.471440603234202,0.331579868009455,0.611301338312829
"1711",1710,0.472505102779017,0.332486054149276,0.612524151211154
"1712",1711,0.473569602323832,0.333392240289098,0.613746964109478
"1713",1712,0.474634101868647,0.33429842642892,0.614969777007802
"1714",1713,0.475698601413462,0.335204612568742,0.616192589906126
"1715",1714,0.476763100958276,0.336110798708564,0.617415402804451
"1716",1715,0.477827600503091,0.337016984848385,0.618638215702775
"1717",1716,0.478892100047906,0.337923170988207,0.619861028601099
"1718",1717,0.479956599592721,0.338829357128029,0.621083841499424
"1719",1718,0.481021099137536,0.339735543267851,0.622306654397748
"1720",1719,0.482085598682351,0.340641729407673,0.623529467296072
"1721",1720,0.483150098227166,0.341547915547495,0.624752280194397
"1722",1721,0.484214597771981,0.342454101687316,0.625975093092721
"1723",1722,0.485279097316796,0.343360287827138,0.627197905991045
"1724",1723,0.48634359686161,0.34426647396696,0.62842071888937
"1725",1724,0.487408096406425,0.345172660106782,0.629643531787694
"1726",1725,0.48847259595124,0.346078846246604,0.630866344686018
"1727",1726,0.489488496572511,0.346937600226613,0.63203939193975
"1728",1727,0.490435761884787,0.347729366695224,0.633142156147177
"1729",1728,0.491383027197064,0.348521133163834,0.634244920354604
"1730",1729,0.492330292509341,0.349312899632444,0.635347684562032
"1731",1730,0.493277557821618,0.350104666101055,0.636450448769459
"1732",1731,0.494224823133895,0.350896432569665,0.637553212976886
"1733",1732,0.495172088446172,0.351688199038276,0.638655977184313
"1734",1733,0.496119353758449,0.352479965506886,0.63975874139174
"1735",1734,0.497066619070726,0.353271731975496,0.640861505599168
"1736",1735,0.498013884383003,0.354063498444107,0.641964269806595
"1737",1736,0.49896114969528,0.354855264912717,0.643067034014022
"1738",1737,0.499908415007557,0.355647031381327,0.644169798221449
"1739",1738,0.500855680319834,0.356438797849938,0.645272562428876
"1740",1739,0.501802945632111,0.357230564318548,0.646375326636303
"1741",1740,0.502750210944388,0.358022330787159,0.647478090843731
"1742",1741,0.503697476256665,0.358814097255769,0.648580855051158
"1743",1742,0.504644741568942,0.359605863724379,0.649683619258585
"1744",1743,0.505592006881219,0.36039763019299,0.650786383466012
"1745",1744,0.506539272193496,0.3611893966616,0.651889147673439
"1746",1745,0.507486537505773,0.36198116313021,0.652991911880867
"1747",1746,0.508345051176945,0.362685771175925,0.654004331177965
"1748",1747,0.509202750613699,0.363389579603887,0.655015921623511
"1749",1748,0.510060450050453,0.36409338803185,0.656027512069057
"1750",1749,0.510918149487208,0.364797196459812,0.657039102514603
"1751",1750,0.511775848923962,0.365501004887775,0.658050692960149
"1752",1751,0.512633548360716,0.366204813315737,0.659062283405695
"1753",1752,0.51349124779747,0.3669086217437,0.660073873851241
"1754",1753,0.514348947234225,0.367612430171663,0.661085464296787
"1755",1754,0.515206646670979,0.368316238599625,0.662097054742333
"1756",1755,0.516064346107733,0.369020047027588,0.663108645187879
"1757",1756,0.516922045544488,0.36972385545555,0.664120235633425
"1758",1757,0.517779744981242,0.370427663883513,0.665131826078971
"1759",1758,0.518637444417996,0.371131472311475,0.666143416524517
