sitename,depth,age,taxa,value,elementtype,ecologicalgroup,group,ID
Caldeirão,181.69,932.47,Poaceae,8,pollen,UPHE,Herb,Caldeirão_932.47
Caldeirão,181.69,932.47,Polypodium macaronesicum,1,spore,VACR,Fern,Caldeirão_932.47
Caldeirão,181.69,932.47,Potentilla,3,pollen,UPHE,Herb,Caldeirão_932.47
Caldeirão,181.69,932.47,Pteris incompleta,5,spore,VACR,Fern,Caldeirão_932.47
Caldeirão,181.69,932.47,Ranunculus cortusifolius,1,pollen,UPHE,Herb,Caldeirão_932.47
Caldeirão,181.69,932.47,Riccia,6,spore,AQBR,Liverwort,Caldeirão_932.47
Caldeirão,181.69,932.47,Selaginella kraussiana,5,spore,VACR,Fern,Caldeirão_932.47
Caldeirão,181.69,932.47,Tolpis,8,pollen,UPHE,Herb,Caldeirão_932.47
Caldeirão,181.69,932.47,Viburnum treleasei,7,pollen,TRSH,Tree,Caldeirão_932.47
Caldeirão,191.94,974.96,Ammi,2,pollen,UPHE,Herb,Caldeirão_974.96
Caldeirão,191.94,974.96,Angelica lignescens,9,pollen,UPHE,Herb,Caldeirão_974.96
Caldeirão,191.94,974.96,Anthoceros punctatus,1,spore,UPBR,Hornwort,Caldeirão_974.96
Caldeirão,191.94,974.96,Asteraceae,1,pollen,UPHE,Herb,Caldeirão_974.96
Caldeirão,191.94,974.96,Bellis,2,pollen,UPHE,Herb,Caldeirão_974.96
Caldeirão,191.94,974.96,Betula,1,pollen,TRSH,Tree,Caldeirão_974.96
Caldeirão,191.94,974.96,Calluna vulgaris,5,pollen,TRSH,Shrub,Caldeirão_974.96
Caldeirão,191.94,974.96,Culcita macrocarpa,50,spore,UPBR,Fern,Caldeirão_974.96
Caldeirão,191.94,974.96,Cyperaceae,8,pollen,UPHE,Aquatic,Caldeirão_974.96
Caldeirão,191.94,974.96,Erica azorica,1,pollen,TRSH,Shrub,Caldeirão_974.96
Caldeirão,191.94,974.96,Euphorbia,4,pollen,UPHE,Herb,Caldeirão_974.96
Caldeirão,191.94,974.96,Frangula azorica,4,pollen,TRSH,Tree,Caldeirão_974.96
Caldeirão,191.94,974.96,Hemionitis,1,spore,VACR,Fern,Caldeirão_974.96
Caldeirão,191.94,974.96,Huperzia selago,2,spore,VACR,Fern,Caldeirão_974.96
Caldeirão,191.94,974.96,Hypericum foliosum,28,pollen,UPHE,Herb,Caldeirão_974.96
Caldeirão,191.94,974.96,Ilex perado subsp. azorica,1,pollen,TRSH,Tree,Caldeirão_974.96
Caldeirão,191.94,974.96,Isoetes azorica,27,spore,AQVP,Aquatic,Caldeirão_974.96
Caldeirão,191.94,974.96,Juniperus brevifolia,98,pollen,TRSH,Tree,Caldeirão_974.96
Caldeirão,191.94,974.96,Lysimachia,16,pollen,UPHE,Herb,Caldeirão_974.96
Caldeirão,191.94,974.96,Myrica faya,1,pollen,TRSH,Tree,Caldeirão_974.96
Caldeirão,191.94,974.96,Myrsine africana,231,pollen,TRSH,Shrub,Caldeirão_974.96
Caldeirão,191.94,974.96,Osmunda regalis,4,spore,VACR,Fern,Caldeirão_974.96
Caldeirão,191.94,974.96,Persicaria maculosa,1,pollen,UPHE,Herb,Caldeirão_974.96
Caldeirão,191.94,974.96,Picconia azorica,33,pollen,TRSH,Tree,Caldeirão_974.96
Caldeirão,191.94,974.96,Poaceae,10,pollen,UPHE,Herb,Caldeirão_974.96
Caldeirão,191.94,974.96,Polypodium macaronesicum,3,spore,VACR,Fern,Caldeirão_974.96
Caldeirão,191.94,974.96,Potamogeton,1,pollen,AQVP,Aquatic,Caldeirão_974.96
Caldeirão,191.94,974.96,Potentilla,4,pollen,UPHE,Herb,Caldeirão_974.96
Caldeirão,191.94,974.96,Pteris incompleta,9,spore,VACR,Fern,Caldeirão_974.96
Caldeirão,191.94,974.96,Ranunculus cortusifolius,1,pollen,UPHE,Herb,Caldeirão_974.96
Caldeirão,191.94,974.96,Riccia,14,spore,AQBR,Liverwort,Caldeirão_974.96
Caldeirão,191.94,974.96,Selaginella kraussiana,5,spore,VACR,Fern,Caldeirão_974.96
Caldeirão,191.94,974.96,Tolpis,2,pollen,UPHE,Herb,Caldeirão_974.96
Caldeirão,191.94,974.96,Trichomanes speciosum,1,spore,UPBR,Fern,Caldeirão_974.96
Caldeirão,191.94,974.96,Viburnum treleasei,11,pollen,TRSH,Tree,Caldeirão_974.96
Caldeirão,202.19,1008.36,Ammi,2,pollen,UPHE,Herb,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Angelica lignescens,18,pollen,UPHE,Herb,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Anthoceros laevis,2,spore,UPBR,Hornwort,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Asteraceae,2,pollen,UPHE,Herb,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Bellis,4,pollen,UPHE,Herb,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Centaurium,1,pollen,UPHE,Herb,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Culcita macrocarpa,59,spore,UPBR,Fern,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Cyperaceae,4,pollen,UPHE,Aquatic,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Euphorbia,9,pollen,UPHE,Herb,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Frangula azorica,4,pollen,TRSH,Tree,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Huperzia selago,1,spore,VACR,Fern,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Hymenophyllum,1,spore,VACR,Fern,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Hypericum foliosum,28,pollen,UPHE,Herb,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Isoetes azorica,28,spore,AQVP,Aquatic,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Juniperus brevifolia,74,pollen,TRSH,Tree,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Lysimachia,2,pollen,UPHE,Herb,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Myrsine africana,182,pollen,TRSH,Shrub,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Osmunda regalis,10,spore,VACR,Fern,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Persicaria maculosa,1,pollen,UPHE,Herb,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Picconia azorica,32,pollen,TRSH,Tree,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Poaceae,9,pollen,UPHE,Herb,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Polypodium macaronesicum,1,spore,VACR,Fern,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Potentilla,5,pollen,UPHE,Herb,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Pteris incompleta,3,spore,VACR,Fern,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Ranunculus cortusifolius,2,pollen,UPHE,Herb,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Riccia,10,spore,AQBR,Liverwort,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Selaginella kraussiana,3,spore,VACR,Fern,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Silene vulgaris,1,pollen,UPHE,Herb,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Tolpis,5,pollen,UPHE,Herb,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Trichomanes speciosum,1,spore,UPBR,Fern,Caldeirão_1008.36
Caldeirão,202.19,1008.36,Viburnum treleasei,5,pollen,TRSH,Tree,Caldeirão_1008.36
Caldeirão,212.45,1042.09,Ammi,1,pollen,UPHE,Herb,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Angelica lignescens,14,pollen,UPHE,Herb,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Anthoceros punctatus,4,spore,UPBR,Hornwort,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Asteraceae,3,pollen,UPHE,Herb,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Bellis,1,pollen,UPHE,Herb,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Centaurium,1,pollen,UPHE,Herb,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Culcita macrocarpa,59,spore,UPBR,Fern,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Cyperaceae,6,pollen,UPHE,Aquatic,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Euphorbia,4,pollen,UPHE,Herb,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Frangula azorica,5,pollen,TRSH,Tree,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Hemionitis,1,spore,VACR,Fern,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Hymenophyllum,1,spore,VACR,Fern,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Hypericum foliosum,13,pollen,UPHE,Herb,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Isoetes azorica,23,spore,AQVP,Aquatic,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Juniperus brevifolia,66,pollen,TRSH,Tree,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Lysimachia,6,pollen,UPHE,Herb,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Myrsine africana,204,pollen,TRSH,Shrub,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Ornithopus,1,pollen,UPHE,Herb,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Osmunda regalis,4,spore,VACR,Fern,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Picconia azorica,30,pollen,TRSH,Tree,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Pinus,1,pollen,TRSH,Tree,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Poaceae,9,pollen,UPHE,Herb,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Polypodium macaronesicum,1,spore,VACR,Fern,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Potentilla,2,pollen,UPHE,Herb,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Pteris incompleta,6,spore,VACR,Fern,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Riccia,1,spore,AQBR,Liverwort,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Rubus,1,pollen,TRSH,Shrub,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Selaginella kraussiana,5,spore,VACR,Fern,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Silene vulgaris,1,pollen,UPHE,Herb,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Tolpis,6,pollen,UPHE,Herb,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Trichomanes speciosum,1,spore,UPBR,Fern,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Tsuga,1,pollen,TRSH,Tree,Caldeirão_1042.09
Caldeirão,212.45,1042.09,Viburnum treleasei,9,pollen,TRSH,Tree,Caldeirão_1042.09
Caldeirão,222.7,1075.82,Ammi,2,pollen,UPHE,Herb,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Angelica lignescens,16,pollen,UPHE,Herb,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Anthoceros laevis,1,spore,UPBR,Hornwort,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Asteraceae,2,pollen,UPHE,Herb,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Culcita macrocarpa,31,spore,UPBR,Fern,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Cyperaceae,8,pollen,UPHE,Aquatic,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Euphorbia,8,pollen,UPHE,Herb,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Frangula azorica,1,pollen,TRSH,Tree,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Hedera azorica,1,pollen,TRSH,Shrub,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Hypericum foliosum,13,pollen,UPHE,Herb,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Ilex perado subsp. azorica,1,pollen,TRSH,Tree,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Isoetes azorica,20,spore,AQVP,Aquatic,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Juniperus brevifolia,82,pollen,TRSH,Tree,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Lysimachia,4,pollen,UPHE,Herb,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Myrsine africana,238,pollen,TRSH,Shrub,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Osmunda regalis,9,spore,VACR,Fern,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Pericallis,1,pollen,UPHE,Herb,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Persicaria maculosa,1,pollen,UPHE,Herb,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Picconia azorica,43,pollen,TRSH,Tree,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Poaceae,7,pollen,UPHE,Herb,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Polypodium macaronesicum,1,spore,VACR,Fern,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Potamogeton,1,pollen,AQVP,Aquatic,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Potentilla,6,pollen,UPHE,Herb,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Pteris incompleta,3,spore,VACR,Fern,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Ranunculus cortusifolius,1,pollen,UPHE,Herb,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Riccia,1,spore,AQBR,Liverwort,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Tolpis,7,pollen,UPHE,Herb,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Trichomanes speciosum,6,spore,UPBR,Fern,Caldeirão_1075.82
Caldeirão,222.7,1075.82,Viburnum treleasei,4,pollen,TRSH,Tree,Caldeirão_1075.82
Caldeirão,232.96,1109.22,Angelica lignescens,18,pollen,UPHE,Herb,Caldeirão_1109.22
Caldeirão,232.96,1109.22,Anthoceros punctatus,1,spore,UPBR,Hornwort,Caldeirão_1109.22
Caldeirão,232.96,1109.22,Asteraceae,2,pollen,UPHE,Herb,Caldeirão_1109.22
Caldeirão,232.96,1109.22,Bellis,2,pollen,UPHE,Herb,Caldeirão_1109.22
Caldeirão,232.96,1109.22,Culcita macrocarpa,52,spore,UPBR,Fern,Caldeirão_1109.22
Caldeirão,232.96,1109.22,Cyperaceae,2,pollen,UPHE,Aquatic,Caldeirão_1109.22
Caldeirão,232.96,1109.22,Euphorbia,10,pollen,UPHE,Herb,Caldeirão_1109.22
Caldeirão,232.96,1109.22,Frangula azorica,2,pollen,TRSH,Tree,Caldeirão_1109.22
Caldeirão,232.96,1109.22,Hemionitis,1,spore,VACR,Fern,Caldeirão_1109.22
Caldeirão,232.96,1109.22,Hypericum foliosum,13,pollen,UPHE,Herb,Caldeirão_1109.22
Caldeirão,232.96,1109.22,Isoetes azorica,32,spore,AQVP,Aquatic,Caldeirão_1109.22
Caldeirão,232.96,1109.22,Juniperus brevifolia,77,pollen,TRSH,Tree,Caldeirão_1109.22
Caldeirão,232.96,1109.22,Lysimachia,2,pollen,UPHE,Herb,Caldeirão_1109.22
Caldeirão,232.96,1109.22,Myrsine africana,214,pollen,TRSH,Shrub,Caldeirão_1109.22
Caldeirão,232.96,1109.22,Osmunda regalis,5,spore,VACR,Fern,Caldeirão_1109.22
Caldeirão,232.96,1109.22,Ostrya,1,pollen,TRSH,Tree,Caldeirão_1109.22
Caldeirão,232.96,1109.22,Picconia azorica,44,pollen,TRSH,Tree,Caldeirão_1109.22
