sitename,depth,age,taxa,value,elementtype,ecologicalgroup,group,ID
Pico Bog,210,401.89,Ericaceae,26,pollen,TRSH,Shrub,Pico Bog_401.89
Pico Bog,210,401.89,Euphorbia,9,pollen,UPHE,Herb,Pico Bog_401.89
Pico Bog,210,401.89,Huperzia dentata,7,spore,VACR,Fern,Pico Bog_401.89
Pico Bog,210,401.89,Huperzia suberecta,6,spore,VACR,Fern,Pico Bog_401.89
Pico Bog,210,401.89,Hypericum foliosum,3,pollen,UPHE,Herb,Pico Bog_401.89
Pico Bog,210,401.89,Ilex perado subsp. azorica,28,pollen,TRSH,Tree,Pico Bog_401.89
Pico Bog,210,401.89,Juniperus brevifolia,50,pollen,TRSH,Tree,Pico Bog_401.89
Pico Bog,210,401.89,Lactuca,4,pollen,UPHE,Herb,Pico Bog_401.89
Pico Bog,210,401.89,Lycopodium madeirense,5,spore,UPBR,Fern,Pico Bog_401.89
Pico Bog,210,401.89,Lysimachia azorica,1,pollen,UPHE,Herb,Pico Bog_401.89
Pico Bog,210,401.89,Myrica faya,30,pollen,TRSH,Tree,Pico Bog_401.89
Pico Bog,210,401.89,Myrsine africana,8,pollen,TRSH,Shrub,Pico Bog_401.89
Pico Bog,210,401.89,Picconia azorica,3,pollen,TRSH,Tree,Pico Bog_401.89
Pico Bog,210,401.89,Poaceae,40,pollen,UPHE,Herb,Pico Bog_401.89
Pico Bog,210,401.89,Polypodium macaronesicum,2,spore,VACR,Fern,Pico Bog_401.89
Pico Bog,210,401.89,Potamogeton,5365,pollen,AQVP,Aquatic,Pico Bog_401.89
Pico Bog,210,401.89,Pteridium aquilinum,16,spore,VACR,Fern,Pico Bog_401.89
Pico Bog,210,401.89,Pteris incompleta,2,spore,VACR,Fern,Pico Bog_401.89
Pico Bog,210,401.89,Ranunculus cortusifolius,7,pollen,UPHE,Herb,Pico Bog_401.89
Pico Bog,210,401.89,Selaginella kraussiana,29,spore,VACR,Fern,Pico Bog_401.89
Pico Bog,210,401.89,Tolpis,19,pollen,UPHE,Herb,Pico Bog_401.89
Pico Bog,210,401.89,Trichomanes speciosum,5,spore,UPBR,Fern,Pico Bog_401.89
Pico Bog,220,438.87,Alnus glutinosa,1,pollen,TRSH,Tree,Pico Bog_438.87
Pico Bog,220,438.87,Angelica lignescens,96,pollen,UPHE,Herb,Pico Bog_438.87
Pico Bog,220,438.87,Arceuthobium azoricum,2,pollen,TRSH,Shrub,Pico Bog_438.87
Pico Bog,220,438.87,Bellis,6,pollen,UPHE,Herb,Pico Bog_438.87
Pico Bog,220,438.87,Brassicaceae,3,pollen,UPHE,Herb,Pico Bog_438.87
Pico Bog,220,438.87,Castanea sativa,1,pollen,TRSH,Tree,Pico Bog_438.87
Pico Bog,220,438.87,Culcita macrocarpa,86,spore,UPBR,Fern,Pico Bog_438.87
Pico Bog,220,438.87,Cyperaceae,103,pollen,UPHE,Aquatic,Pico Bog_438.87
Pico Bog,220,438.87,Dryopteris filix-mas,30,spore,VACR,Fern,Pico Bog_438.87
Pico Bog,220,438.87,Ericaceae,32,pollen,TRSH,Shrub,Pico Bog_438.87
Pico Bog,220,438.87,Euphorbia,18,pollen,UPHE,Herb,Pico Bog_438.87
Pico Bog,220,438.87,Hedera azorica,8,pollen,TRSH,Shrub,Pico Bog_438.87
Pico Bog,220,438.87,Huperzia suberecta,3,spore,VACR,Fern,Pico Bog_438.87
Pico Bog,220,438.87,Hypericum foliosum,9,pollen,UPHE,Herb,Pico Bog_438.87
Pico Bog,220,438.87,Ilex perado subsp. azorica,75,pollen,TRSH,Tree,Pico Bog_438.87
Pico Bog,220,438.87,Juniperus brevifolia,102,pollen,TRSH,Tree,Pico Bog_438.87
Pico Bog,220,438.87,Lactuca,3,pollen,UPHE,Herb,Pico Bog_438.87
Pico Bog,220,438.87,Lycopodium madeirense,4,spore,UPBR,Fern,Pico Bog_438.87
Pico Bog,220,438.87,Lysimachia,6,pollen,UPHE,Herb,Pico Bog_438.87
Pico Bog,220,438.87,Lysimachia azorica,1,pollen,UPHE,Herb,Pico Bog_438.87
Pico Bog,220,438.87,Lythrum portula,1,pollen,UPHE,Herb,Pico Bog_438.87
Pico Bog,220,438.87,Myrica faya,17,pollen,TRSH,Tree,Pico Bog_438.87
Pico Bog,220,438.87,Myrsine africana,18,pollen,TRSH,Shrub,Pico Bog_438.87
Pico Bog,220,438.87,Osmunda regalis,2,spore,VACR,Fern,Pico Bog_438.87
Pico Bog,220,438.87,Picconia azorica,11,pollen,TRSH,Tree,Pico Bog_438.87
Pico Bog,220,438.87,Poaceae,11,pollen,UPHE,Herb,Pico Bog_438.87
Pico Bog,220,438.87,Polypodium macaronesicum,2,spore,VACR,Fern,Pico Bog_438.87
Pico Bog,220,438.87,Potentilla,1,pollen,UPHE,Herb,Pico Bog_438.87
Pico Bog,220,438.87,Pteridium aquilinum,5,spore,VACR,Fern,Pico Bog_438.87
Pico Bog,220,438.87,Pteris incompleta,1,spore,VACR,Fern,Pico Bog_438.87
Pico Bog,220,438.87,Ranunculus cortusifolius,28,pollen,UPHE,Herb,Pico Bog_438.87
Pico Bog,220,438.87,Rumex obtusifolius,7,pollen,UPHE,Herb,Pico Bog_438.87
Pico Bog,220,438.87,Selaginella kraussiana,60,spore,VACR,Fern,Pico Bog_438.87
Pico Bog,220,438.87,Tolpis,51,pollen,UPHE,Herb,Pico Bog_438.87
Pico Bog,220,438.87,Vaccinium cylindraceum,3,pollen,TRSH,Tree,Pico Bog_438.87
Pico Bog,230,469.72,Angelica lignescens,34,pollen,UPHE,Herb,Pico Bog_469.72
Pico Bog,230,469.72,Arceuthobium azoricum,1,pollen,TRSH,Shrub,Pico Bog_469.72
Pico Bog,230,469.72,Bellis,7,pollen,UPHE,Herb,Pico Bog_469.72
Pico Bog,230,469.72,Culcita macrocarpa,99,spore,UPBR,Fern,Pico Bog_469.72
Pico Bog,230,469.72,Cyperaceae,76,pollen,UPHE,Aquatic,Pico Bog_469.72
Pico Bog,230,469.72,Dryopteris filix-mas,35,spore,VACR,Fern,Pico Bog_469.72
Pico Bog,230,469.72,Ericaceae,12,pollen,TRSH,Shrub,Pico Bog_469.72
Pico Bog,230,469.72,Euphorbia,20,pollen,UPHE,Herb,Pico Bog_469.72
Pico Bog,230,469.72,Huperzia suberecta,2,spore,VACR,Fern,Pico Bog_469.72
Pico Bog,230,469.72,Hypericum foliosum,5,pollen,UPHE,Herb,Pico Bog_469.72
Pico Bog,230,469.72,Ilex perado subsp. azorica,100,pollen,TRSH,Tree,Pico Bog_469.72
Pico Bog,230,469.72,Juniperus brevifolia,74,pollen,TRSH,Tree,Pico Bog_469.72
Pico Bog,230,469.72,Lactuca,1,pollen,UPHE,Herb,Pico Bog_469.72
Pico Bog,230,469.72,Lycopodium madeirense,8,spore,UPBR,Fern,Pico Bog_469.72
Pico Bog,230,469.72,Lysimachia,1,pollen,UPHE,Herb,Pico Bog_469.72
Pico Bog,230,469.72,Lysimachia azorica,4,pollen,UPHE,Herb,Pico Bog_469.72
Pico Bog,230,469.72,Myrica faya,10,pollen,TRSH,Tree,Pico Bog_469.72
Pico Bog,230,469.72,Myrsine africana,6,pollen,TRSH,Shrub,Pico Bog_469.72
Pico Bog,230,469.72,Picconia azorica,3,pollen,TRSH,Tree,Pico Bog_469.72
Pico Bog,230,469.72,Poaceae,7,pollen,UPHE,Herb,Pico Bog_469.72
Pico Bog,230,469.72,Polypodium macaronesicum,7,spore,VACR,Fern,Pico Bog_469.72
Pico Bog,230,469.72,Pteris incompleta,17,spore,VACR,Fern,Pico Bog_469.72
Pico Bog,230,469.72,Ranunculus cortusifolius,8,pollen,UPHE,Herb,Pico Bog_469.72
Pico Bog,230,469.72,Selaginella kraussiana,44,spore,VACR,Fern,Pico Bog_469.72
Pico Bog,230,469.72,Tolpis,23,pollen,UPHE,Herb,Pico Bog_469.72
Pico Bog,230,469.72,Trichomanes speciosum,7,spore,UPBR,Fern,Pico Bog_469.72
Pico Bog,240,497.89,Angelica lignescens,76,pollen,UPHE,Herb,Pico Bog_497.89
Pico Bog,240,497.89,Bellis,7,pollen,UPHE,Herb,Pico Bog_497.89
Pico Bog,240,497.89,Brassicaceae,8,pollen,UPHE,Herb,Pico Bog_497.89
Pico Bog,240,497.89,Culcita macrocarpa,136,spore,UPBR,Fern,Pico Bog_497.89
Pico Bog,240,497.89,Cyperaceae,130,pollen,UPHE,Aquatic,Pico Bog_497.89
Pico Bog,240,497.89,Dryopteris filix-mas,25,spore,VACR,Fern,Pico Bog_497.89
Pico Bog,240,497.89,Ericaceae,19,pollen,TRSH,Shrub,Pico Bog_497.89
Pico Bog,240,497.89,Euphorbia,10,pollen,UPHE,Herb,Pico Bog_497.89
Pico Bog,240,497.89,Hedera azorica,3,pollen,TRSH,Shrub,Pico Bog_497.89
Pico Bog,240,497.89,Huperzia suberecta,1,spore,VACR,Fern,Pico Bog_497.89
Pico Bog,240,497.89,Hypericum foliosum,3,pollen,UPHE,Herb,Pico Bog_497.89
Pico Bog,240,497.89,Ilex perado subsp. azorica,52,pollen,TRSH,Tree,Pico Bog_497.89
Pico Bog,240,497.89,Juniperus brevifolia,72,pollen,TRSH,Tree,Pico Bog_497.89
Pico Bog,240,497.89,Lactuca,4,pollen,UPHE,Herb,Pico Bog_497.89
Pico Bog,240,497.89,Littorella uniflora,1,pollen,UPHE,Herb,Pico Bog_497.89
Pico Bog,240,497.89,Lycopodium madeirense,2,spore,UPBR,Fern,Pico Bog_497.89
Pico Bog,240,497.89,Lysimachia,9,pollen,UPHE,Herb,Pico Bog_497.89
Pico Bog,240,497.89,Lysimachia azorica,1,pollen,UPHE,Herb,Pico Bog_497.89
Pico Bog,240,497.89,Myrica faya,5,pollen,TRSH,Tree,Pico Bog_497.89
Pico Bog,240,497.89,Myrsine africana,6,pollen,TRSH,Shrub,Pico Bog_497.89
Pico Bog,240,497.89,Picconia azorica,1,pollen,TRSH,Tree,Pico Bog_497.89
Pico Bog,240,497.89,Poaceae,7,pollen,UPHE,Herb,Pico Bog_497.89
Pico Bog,240,497.89,Polypodium macaronesicum,10,spore,VACR,Fern,Pico Bog_497.89
Pico Bog,240,497.89,Potamogeton,2,pollen,AQVP,Aquatic,Pico Bog_497.89
Pico Bog,240,497.89,Pteridium aquilinum,2,spore,VACR,Fern,Pico Bog_497.89
Pico Bog,240,497.89,Pteris incompleta,4,spore,VACR,Fern,Pico Bog_497.89
Pico Bog,240,497.89,Ranunculus cortusifolius,33,pollen,UPHE,Herb,Pico Bog_497.89
Pico Bog,240,497.89,Rumex obtusifolius,9,pollen,UPHE,Herb,Pico Bog_497.89
Pico Bog,240,497.89,Selaginella kraussiana,37,spore,VACR,Fern,Pico Bog_497.89
Pico Bog,240,497.89,Silene,1,pollen,UPHE,Herb,Pico Bog_497.89
Pico Bog,240,497.89,Spergula,1,pollen,UPHE,Herb,Pico Bog_497.89
Pico Bog,240,497.89,Tolpis,49,pollen,UPHE,Herb,Pico Bog_497.89
Pico Bog,251,528.87,Amaranthaceae,1,pollen,UPHE,Herb,Pico Bog_528.87
Pico Bog,251,528.87,Angelica lignescens,46,pollen,UPHE,Herb,Pico Bog_528.87
Pico Bog,251,528.87,Arceuthobium azoricum,1,pollen,TRSH,Shrub,Pico Bog_528.87
Pico Bog,251,528.87,Bellis,10,pollen,UPHE,Herb,Pico Bog_528.87
Pico Bog,251,528.87,Brassicaceae,27,pollen,UPHE,Herb,Pico Bog_528.87
Pico Bog,251,528.87,Culcita macrocarpa,134,spore,UPBR,Fern,Pico Bog_528.87
Pico Bog,251,528.87,Cyperaceae,1279,pollen,UPHE,Aquatic,Pico Bog_528.87
Pico Bog,251,528.87,Dryopteris filix-mas,2,spore,VACR,Fern,Pico Bog_528.87
Pico Bog,251,528.87,Ericaceae,13,pollen,TRSH,Shrub,Pico Bog_528.87
Pico Bog,251,528.87,Euphorbia,5,pollen,UPHE,Herb,Pico Bog_528.87
Pico Bog,251,528.87,Hedera azorica,4,pollen,TRSH,Shrub,Pico Bog_528.87
Pico Bog,251,528.87,Ilex perado subsp. azorica,73,pollen,TRSH,Tree,Pico Bog_528.87
Pico Bog,251,528.87,Juniperus brevifolia,94,pollen,TRSH,Tree,Pico Bog_528.87
Pico Bog,251,528.87,Lycopodium madeirense,4,spore,UPBR,Fern,Pico Bog_528.87
Pico Bog,251,528.87,Lysimachia,2,pollen,UPHE,Herb,Pico Bog_528.87
Pico Bog,251,528.87,Myrica faya,8,pollen,TRSH,Tree,Pico Bog_528.87
Pico Bog,251,528.87,Myrsine africana,2,pollen,TRSH,Shrub,Pico Bog_528.87
Pico Bog,251,528.87,Osmunda regalis,1,spore,VACR,Fern,Pico Bog_528.87
Pico Bog,251,528.87,Picconia azorica,5,pollen,TRSH,Tree,Pico Bog_528.87
Pico Bog,251,528.87,Poaceae,5,pollen,UPHE,Herb,Pico Bog_528.87
Pico Bog,251,528.87,Polypodium macaronesicum,4,spore,VACR,Fern,Pico Bog_528.87
Pico Bog,251,528.87,Prunella,5,pollen,UPHE,Herb,Pico Bog_528.87
Pico Bog,251,528.87,Pteris incompleta,11,spore,VACR,Fern,Pico Bog_528.87
Pico Bog,251,528.87,Ranunculus cortusifolius,8,pollen,UPHE,Herb,Pico Bog_528.87
Pico Bog,251,528.87,Rubiaceae,2,pollen,TRSH,Shrub,Pico Bog_528.87
Pico Bog,251,528.87,Rumex obtusifolius,38,pollen,UPHE,Herb,Pico Bog_528.87
Pico Bog,251,528.87,Selaginella kraussiana,10,spore,VACR,Fern,Pico Bog_528.87
Pico Bog,251,528.87,Tolpis,9,pollen,UPHE,Herb,Pico Bog_528.87
Pico Bog,251,528.87,Trichomanes speciosum,2,spore,UPBR,Fern,Pico Bog_528.87
Pico Bog,260,554.23,Amaranthaceae,1,pollen,UPHE,Herb,Pico Bog_554.23
Pico Bog,260,554.23,Angelica lignescens,61,pollen,UPHE,Herb,Pico Bog_554.23
Pico Bog,260,554.23,Bellis,5,pollen,UPHE,Herb,Pico Bog_554.23
Pico Bog,260,554.23,Brassicaceae,2,pollen,UPHE,Herb,Pico Bog_554.23
Pico Bog,260,554.23,Culcita macrocarpa,54,spore,UPBR,Fern,Pico Bog_554.23
Pico Bog,260,554.23,Cyperaceae,595,pollen,UPHE,Aquatic,Pico Bog_554.23
Pico Bog,260,554.23,Ericaceae,11,pollen,TRSH,Shrub,Pico Bog_554.23
Pico Bog,260,554.23,Euphorbia,7,pollen,UPHE,Herb,Pico Bog_554.23
Pico Bog,260,554.23,Hedera azorica,1,pollen,TRSH,Shrub,Pico Bog_554.23
Pico Bog,260,554.23,Hypericum foliosum,1,pollen,UPHE,Herb,Pico Bog_554.23
Pico Bog,260,554.23,Ilex perado subsp. azorica,21,pollen,TRSH,Tree,Pico Bog_554.23
Pico Bog,260,554.23,Juniperus brevifolia,64,pollen,TRSH,Tree,Pico Bog_554.23
Pico Bog,260,554.23,Lactuca,1,pollen,UPHE,Herb,Pico Bog_554.23
Pico Bog,260,554.23,Lysimachia,5,pollen,UPHE,Herb,Pico Bog_554.23
Pico Bog,260,554.23,Myrica faya,8,pollen,TRSH,Tree,Pico Bog_554.23
Pico Bog,260,554.23,Myrsine africana,5,pollen,TRSH,Shrub,Pico Bog_554.23
Pico Bog,260,554.23,Osmunda regalis,1,spore,VACR,Fern,Pico Bog_554.23
Pico Bog,260,554.23,Picconia azorica,5,pollen,TRSH,Tree,Pico Bog_554.23
Pico Bog,260,554.23,Poaceae,2,pollen,UPHE,Herb,Pico Bog_554.23
Pico Bog,260,554.23,Potamogeton,26,pollen,AQVP,Aquatic,Pico Bog_554.23
Pico Bog,260,554.23,Pteridium aquilinum,1,spore,VACR,Fern,Pico Bog_554.23
Pico Bog,260,554.23,Pteris incompleta,1,spore,VACR,Fern,Pico Bog_554.23
Pico Bog,260,554.23,Ranunculus cortusifolius,5,pollen,UPHE,Herb,Pico Bog_554.23
Pico Bog,260,554.23,Rubiaceae,15,pollen,TRSH,Shrub,Pico Bog_554.23
Pico Bog,260,554.23,Rumex obtusifolius,22,pollen,UPHE,Herb,Pico Bog_554.23
Pico Bog,260,554.23,Selaginella kraussiana,10,spore,VACR,Fern,Pico Bog_554.23
Pico Bog,260,554.23,Sphagnum,2,spore,AQBR,Mosses,Pico Bog_554.23
Pico Bog,260,554.23,Tolpis,5,pollen,UPHE,Herb,Pico Bog_554.23
Pico Bog,260,554.23,Trichomanes speciosum,1,spore,UPBR,Fern,Pico Bog_554.23
Pico Bog,270,582.39,Angelica lignescens,55,pollen,UPHE,Herb,Pico Bog_582.39
Pico Bog,270,582.39,Bellis,14,pollen,UPHE,Herb,Pico Bog_582.39
Pico Bog,270,582.39,Brassicaceae,1,pollen,UPHE,Herb,Pico Bog_582.39
Pico Bog,270,582.39,Culcita macrocarpa,110,spore,UPBR,Fern,Pico Bog_582.39
Pico Bog,270,582.39,Cyperaceae,662,pollen,UPHE,Aquatic,Pico Bog_582.39
Pico Bog,270,582.39,Dryopteris filix-mas,11,spore,VACR,Fern,Pico Bog_582.39
Pico Bog,270,582.39,Ericaceae,22,pollen,TRSH,Shrub,Pico Bog_582.39
Pico Bog,270,582.39,Euphorbia,18,pollen,UPHE,Herb,Pico Bog_582.39
Pico Bog,270,582.39,Hedera azorica,7,pollen,TRSH,Shrub,Pico Bog_582.39
Pico Bog,270,582.39,Huperzia dentata,1,spore,VACR,Fern,Pico Bog_582.39
Pico Bog,270,582.39,Hypericum foliosum,3,pollen,UPHE,Herb,Pico Bog_582.39
Pico Bog,270,582.39,Ilex perado subsp. azorica,55,pollen,TRSH,Tree,Pico Bog_582.39
Pico Bog,270,582.39,Illecebrum verticillatum,1,pollen,UPHE,Herb,Pico Bog_582.39
Pico Bog,270,582.39,Juniperus brevifolia,69,pollen,TRSH,Tree,Pico Bog_582.39
Pico Bog,270,582.39,Lactuca,1,pollen,UPHE,Herb,Pico Bog_582.39
Pico Bog,270,582.39,Lycopodium madeirense,1,spore,UPBR,Fern,Pico Bog_582.39
Pico Bog,270,582.39,Lysimachia,1,pollen,UPHE,Herb,Pico Bog_582.39
Pico Bog,270,582.39,Lysimachia azorica,1,pollen,UPHE,Herb,Pico Bog_582.39
Pico Bog,270,582.39,Mentha,30,pollen,UPHE,Herb,Pico Bog_582.39
Pico Bog,270,582.39,Myrica faya,15,pollen,TRSH,Tree,Pico Bog_582.39
Pico Bog,270,582.39,Myrsine africana,6,pollen,TRSH,Shrub,Pico Bog_582.39
Pico Bog,270,582.39,Osmunda regalis,1,spore,VACR,Fern,Pico Bog_582.39
Pico Bog,270,582.39,Pericallis,1,pollen,UPHE,Herb,Pico Bog_582.39
Pico Bog,270,582.39,Picconia azorica,8,pollen,TRSH,Tree,Pico Bog_582.39
Pico Bog,270,582.39,Poaceae,6,pollen,UPHE,Herb,Pico Bog_582.39
Pico Bog,270,582.39,Polypodium macaronesicum,5,spore,VACR,Fern,Pico Bog_582.39
Pico Bog,270,582.39,Potamogeton,503,pollen,AQVP,Aquatic,Pico Bog_582.39
Pico Bog,270,582.39,Pteridium aquilinum,2,spore,VACR,Fern,Pico Bog_582.39
Pico Bog,270,582.39,Pteris incompleta,2,spore,VACR,Fern,Pico Bog_582.39
Pico Bog,270,582.39,Ranunculus cortusifolius,10,pollen,UPHE,Herb,Pico Bog_582.39
Pico Bog,270,582.39,Rumex acetosella,1,pollen,UPHE,Herb,Pico Bog_582.39
Pico Bog,270,582.39,Rumex obtusifolius,61,pollen,UPHE,Herb,Pico Bog_582.39
Pico Bog,270,582.39,Selaginella kraussiana,13,spore,VACR,Fern,Pico Bog_582.39
Pico Bog,270,582.39,Tolpis,11,pollen,UPHE,Herb,Pico Bog_582.39
Pico Bog,270,582.39,Trichomanes speciosum,1,spore,UPBR,Fern,Pico Bog_582.39
Pico Bog,290,638.73,Angelica lignescens,25,pollen,UPHE,Herb,Pico Bog_638.73
Pico Bog,290,638.73,Bellis,10,pollen,UPHE,Herb,Pico Bog_638.73
Pico Bog,290,638.73,Culcita macrocarpa,82,spore,UPBR,Fern,Pico Bog_638.73
Pico Bog,290,638.73,Cyperaceae,783,pollen,UPHE,Aquatic,Pico Bog_638.73
Pico Bog,290,638.73,Dryopteris filix-mas,1,spore,VACR,Fern,Pico Bog_638.73
Pico Bog,290,638.73,Ericaceae,14,pollen,TRSH,Shrub,Pico Bog_638.73
Pico Bog,290,638.73,Euphorbia,9,pollen,UPHE,Herb,Pico Bog_638.73
Pico Bog,290,638.73,Hedera azorica,2,pollen,TRSH,Shrub,Pico Bog_638.73
Pico Bog,290,638.73,Huperzia suberecta,1,spore,VACR,Fern,Pico Bog_638.73
Pico Bog,290,638.73,Hydrocotyle vulgaris,1,pollen,AQVP,Aquatic,Pico Bog_638.73
Pico Bog,290,638.73,Hymenophyllum tunbrigense,1,spore,VACR,Fern,Pico Bog_638.73
Pico Bog,290,638.73,Ilex perado subsp. azorica,43,pollen,TRSH,Tree,Pico Bog_638.73
Pico Bog,290,638.73,Juniperus brevifolia,52,pollen,TRSH,Tree,Pico Bog_638.73
Pico Bog,290,638.73,Lactuca,2,pollen,UPHE,Herb,Pico Bog_638.73
Pico Bog,290,638.73,Lycopodium madeirense,1,spore,UPBR,Fern,Pico Bog_638.73
Pico Bog,290,638.73,Lysimachia,1,pollen,UPHE,Herb,Pico Bog_638.73
Pico Bog,290,638.73,Lysimachia azorica,2,pollen,UPHE,Herb,Pico Bog_638.73
Pico Bog,290,638.73,Myrica faya,3,pollen,TRSH,Tree,Pico Bog_638.73
Pico Bog,290,638.73,Myrsine africana,4,pollen,TRSH,Shrub,Pico Bog_638.73
Pico Bog,290,638.73,Osmunda regalis,1,spore,VACR,Fern,Pico Bog_638.73
Pico Bog,290,638.73,Pericallis,2,pollen,UPHE,Herb,Pico Bog_638.73
Pico Bog,290,638.73,Persicaria,1,pollen,UPHE,Herb,Pico Bog_638.73
Pico Bog,290,638.73,Picconia azorica,7,pollen,TRSH,Tree,Pico Bog_638.73
Pico Bog,290,638.73,Polypodium macaronesicum,6,spore,VACR,Fern,Pico Bog_638.73
Pico Bog,290,638.73,Potamogeton,173,pollen,AQVP,Aquatic,Pico Bog_638.73
Pico Bog,290,638.73,Potentilla,3,pollen,UPHE,Herb,Pico Bog_638.73
Pico Bog,290,638.73,Ranunculus cortusifolius,17,pollen,UPHE,Herb,Pico Bog_638.73
Pico Bog,290,638.73,Rumex obtusifolius,24,pollen,UPHE,Herb,Pico Bog_638.73
Pico Bog,290,638.73,Selaginella kraussiana,12,spore,VACR,Fern,Pico Bog_638.73
Pico Bog,290,638.73,Tolpis,4,pollen,UPHE,Herb,Pico Bog_638.73
Pico Bog,310,695.07,Angelica lignescens,19,pollen,UPHE,Herb,Pico Bog_695.07
Pico Bog,310,695.07,Bellis,7,pollen,UPHE,Herb,Pico Bog_695.07
Pico Bog,310,695.07,Brassicaceae,1,pollen,UPHE,Herb,Pico Bog_695.07
Pico Bog,310,695.07,Culcita macrocarpa,89,spore,UPBR,Fern,Pico Bog_695.07
Pico Bog,310,695.07,Cyperaceae,302,pollen,UPHE,Aquatic,Pico Bog_695.07
Pico Bog,310,695.07,Daucus carota subsp. azoricus,1,pollen,UPHE,Herb,Pico Bog_695.07
Pico Bog,310,695.07,Dryopteris filix-mas,43,spore,VACR,Fern,Pico Bog_695.07
Pico Bog,310,695.07,Ericaceae,7,pollen,TRSH,Shrub,Pico Bog_695.07
Pico Bog,310,695.07,Euphorbia,2,pollen,UPHE,Herb,Pico Bog_695.07
Pico Bog,310,695.07,Hedera azorica,2,pollen,TRSH,Shrub,Pico Bog_695.07
Pico Bog,310,695.07,Hemionitis,3,spore,VACR,Fern,Pico Bog_695.07
Pico Bog,310,695.07,Huperzia suberecta,3,spore,VACR,Fern,Pico Bog_695.07
Pico Bog,310,695.07,Ilex perado subsp. azorica,53,pollen,TRSH,Tree,Pico Bog_695.07
Pico Bog,310,695.07,Juniperus brevifolia,65,pollen,TRSH,Tree,Pico Bog_695.07
Pico Bog,310,695.07,Lysimachia,1,pollen,UPHE,Herb,Pico Bog_695.07
Pico Bog,310,695.07,Myrica faya,7,pollen,TRSH,Tree,Pico Bog_695.07
Pico Bog,310,695.07,Myrsine africana,1,pollen,TRSH,Shrub,Pico Bog_695.07
Pico Bog,310,695.07,Pericallis,1,pollen,UPHE,Herb,Pico Bog_695.07
Pico Bog,310,695.07,Persicaria,1,pollen,UPHE,Herb,Pico Bog_695.07
Pico Bog,310,695.07,Picconia azorica,1,pollen,TRSH,Tree,Pico Bog_695.07
Pico Bog,310,695.07,Polypodium macaronesicum,5,spore,VACR,Fern,Pico Bog_695.07
Pico Bog,310,695.07,Potamogeton,4,pollen,AQVP,Aquatic,Pico Bog_695.07
Pico Bog,310,695.07,Prunus lusitanica subsp. azorica,1,pollen,TRSH,Tree,Pico Bog_695.07
Pico Bog,310,695.07,Ranunculus cortusifolius,10,pollen,UPHE,Herb,Pico Bog_695.07
Pico Bog,310,695.07,Rumex obtusifolius,9,pollen,UPHE,Herb,Pico Bog_695.07
Pico Bog,310,695.07,Selaginella kraussiana,47,spore,VACR,Fern,Pico Bog_695.07
Pico Bog,310,695.07,Tolpis,11,pollen,UPHE,Herb,Pico Bog_695.07
Pico Bog,310,695.07,Trichomanes speciosum,2,spore,UPBR,Fern,Pico Bog_695.07
Pico Bog,330,751.41,Angelica lignescens,29,pollen,UPHE,Herb,Pico Bog_751.41
Pico Bog,330,751.41,Bellis,10,pollen,UPHE,Herb,Pico Bog_751.41
Pico Bog,330,751.41,Culcita macrocarpa,97,spore,UPBR,Fern,Pico Bog_751.41
Pico Bog,330,751.41,Cyperaceae,240,pollen,UPHE,Aquatic,Pico Bog_751.41
Pico Bog,330,751.41,Dryopteris filix-mas,80,spore,VACR,Fern,Pico Bog_751.41
Pico Bog,330,751.41,Ericaceae,9,pollen,TRSH,Shrub,Pico Bog_751.41
Pico Bog,330,751.41,Euphorbia,6,pollen,UPHE,Herb,Pico Bog_751.41
Pico Bog,330,751.41,Hedera azorica,7,pollen,TRSH,Shrub,Pico Bog_751.41
Pico Bog,330,751.41,Huperzia suberecta,3,spore,VACR,Fern,Pico Bog_751.41
Pico Bog,330,751.41,Hypericum foliosum,1,pollen,UPHE,Herb,Pico Bog_751.41
Pico Bog,330,751.41,Ilex perado subsp. azorica,118,pollen,TRSH,Tree,Pico Bog_751.41
Pico Bog,330,751.41,Juniperus brevifolia,51,pollen,TRSH,Tree,Pico Bog_751.41
Pico Bog,330,751.41,Lactuca,2,pollen,UPHE,Herb,Pico Bog_751.41
Pico Bog,330,751.41,Lycopodium madeirense,1,spore,UPBR,Fern,Pico Bog_751.41
Pico Bog,330,751.41,Lysimachia azorica,2,pollen,UPHE,Herb,Pico Bog_751.41
Pico Bog,330,751.41,Mentha,1,pollen,UPHE,Herb,Pico Bog_751.41
Pico Bog,330,751.41,Myrica faya,5,pollen,TRSH,Tree,Pico Bog_751.41
Pico Bog,330,751.41,Myrsine africana,7,pollen,TRSH,Shrub,Pico Bog_751.41
Pico Bog,330,751.41,Osmunda regalis,1,spore,VACR,Fern,Pico Bog_751.41
Pico Bog,330,751.41,Persicaria,1,pollen,UPHE,Herb,Pico Bog_751.41
Pico Bog,330,751.41,Picconia azorica,8,pollen,TRSH,Tree,Pico Bog_751.41
Pico Bog,330,751.41,Poaceae,3,pollen,UPHE,Herb,Pico Bog_751.41
Pico Bog,330,751.41,Polypodium macaronesicum,9,spore,VACR,Fern,Pico Bog_751.41
Pico Bog,330,751.41,Potamogeton,103,pollen,AQVP,Aquatic,Pico Bog_751.41
Pico Bog,330,751.41,Potentilla,1,pollen,UPHE,Herb,Pico Bog_751.41
Pico Bog,330,751.41,Pteris incompleta,4,spore,VACR,Fern,Pico Bog_751.41
